# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.executionTimeAvgNs,1705420458233000000,1705420518233000000,142085.48199767713
NonBlockingReadAction.failedExecutionTimeUs,1705420458233000000,1705420518233000000,0
FlushQueue.tasksExecuted,1705420458233000000,1705420518233000000,861
NonBlockingReadAction.finalizedExecutionTimeUs,1705420458233000000,1705420518233000000,635
FlushQueue.queueSizeAvg,1705420458233000000,1705420518233000000,0.0313588850174216
FlushQueue.waitingTimeMaxNs,1705420458233000000,1705420518233000000,14811135
AWTEventQueue.eventsDispatched,1705420458233000000,1705420518233000000,3805
NonBlockingReadAction.finalizedExecutionsCount,1705420458233000000,1705420518233000000,2
FlushQueue.queueSizeMax,1705420458233000000,1705420518233000000,6
NonBlockingReadAction.failedExecutionsCount,1705420458233000000,1705420518233000000,0
FlushQueue.waitingTime90PNs,1705420458233000000,1705420518233000000,350207
AWTEventQueue.dispatchTime90PNs,1705420458233000000,1705420518233000000,212991
FlushQueue.queueSize90P,1705420458233000000,1705420518233000000,0
AWTEventQueue.dispatchTimeTotalNS,1705420458233000000,1705420518233000000,692589312
AWTEventQueue.dispatchTimeMaxNs,1705420458233000000,1705420518233000000,41156607
AWTEventQueue.dispatchTimeAvgNs,1705420458233000000,1705420518233000000,181831.04756898817
FlushQueue.waitingTimeAvgNs,1705420458233000000,1705420518233000000,325910.89430894307
FlushQueue.executionTimeMaxNs,1705420458233000000,1705420518233000000,14090239
FlushQueue.executionTime90PNs,1705420458233000000,1705420518233000000,518143
workspaceModel.mutableEntityStorage.put.entity.ms,1705420458233000000,1705420518233000000,29
jps.library.entities.serializer.load.entities.ms,1705420458233000000,1705420518233000000,0
jps.library.entities.serializer.save.entities.ms,1705420458233000000,1705420518233000000,0
jps.global.handle.before.change.events.ms,1705420458233000000,1705420518233000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1705420458233000000,1705420518233000000,13
workspaceModel.mutableEntityStorage.entities.ms,1705420458233000000,1705420518233000000,6
workspaceModel.moduleManagerBridge.build.module.graph.ms,1705420458233000000,1705420518233000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1705420458233000000,1705420518233000000,84
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1705420458233000000,1705420518233000000,0
